city,ZipCode,Price,HospitalDistance,Bank/ATM,SchoolDistance,SoldDate,BiddedDate,DistToTown,isfloodedArea,IsTsunmaiAlertedArea,Latitude,Longtitude
Homagama,10200,550000,1.5,1.5,0.6,2026-03-25,2026-03-25,0.3,0,0,6.8433,80.0032
Homagama,10200,625000,1.5,1.5,1.7,2026-03-25,2026-03-25,0.5,0,0,6.8433,80.0032
Homagama,10200,395000,1.3,1.5,1.7,2026-03-25,2026-03-25,0.2,0,0,6.8433,80.0032
Homagama,10200,700000,1.5,1.5,1.0,2026-03-25,2026-03-25,0.3,0,0,6.8433,80.0032
Homagama,10200,550000,1.5,1.5,1.7,2026-03-25,2026-03-25,1.0,1,0,6.8433,80.0032
Horana,12400,250000,1.5,1.5,0.7,2026-03-25,2026-03-25,0.1,0,0,6.7167,80.0667
Horana,12400,260000,1.5,1.5,0.7,2026-03-25,2026-03-25,0.8,0,0,6.7167,80.0667
Horana,12400,2750000,1.5,1.5,0.45,2026-03-25,2026-03-25,0.4,0,0,6.7167,80.0667
Kaduwela,10640,2800000,0.45,0.4,0.4,2026-03-25,2026-03-25,0.51,0,0,6.9356,79.9839
Kaduwela,10640,2800000,5.5,5.5,0.6,2026-03-25,2026-03-25,0.5,0,0,6.9356,79.9839
Kahathuduwa,10206,795000,8.5,8.5,0.6,2026-03-25,2026-03-25,0.4,0,0,6.7645,79.9984
Kahathuduwa,10206,1000000,8.5,3.0,0.66,2026-03-25,2026-03-25,0.2,0,0,6.7645,79.9984
Kaluaggala,10700,650000,6.0,6.0,0.5,2026-03-25,2026-03-25,0.1,0,0,6.9234,80.1054
Kaluaggala,10700,650000,6.0,6.0,0.8,2026-03-25,2026-03-25,1.0,0,0,6.9234,80.1054
Kalubowila,10350,6400000,0.5,0.5,0.3,2026-03-25,2026-03-25,0.2,0,0,6.8665,79.8735
Katubedda,10400,2950000,3.5,3.5,0.6,2026-03-25,2026-03-25,0.3,0,0,6.797,79.8988
Kiriwaththuduwa,10208,625000,1.3,7.0,0.7,2026-03-25,2026-03-25,0.4,0,0,6.8042,80.0152
Kotikawaththa,10620,1100000,2.5,2.5,0.4,2026-03-25,2026-03-25,0.1,0,0,6.91,79.95
Kottawa,10230,565000,0.6,5.1,1.2,2026-03-25,2026-03-25,1.0,0,0,6.8414,79.9647
Kottawa,10230,722222,5.5,5.1,1.2,2026-03-25,2026-03-25,0.1,0,0,6.8414,79.9647
Kotte,10100,2222222,2.5,2.5,0.5,2026-03-25,2026-03-25,0.4,0,0,6.9,79.9167
Kotte,10100,2700000,2.5,2.1,0.35,2026-03-25,2026-03-25,0.5,0,0,6.9,79.9167
Kotte,10100,4000000,0.1,2.1,1.2,2026-03-24,2026-03-24,1.0,0,0,6.9,79.9167
Maharagama,10280,2650000,1.1,2.0,0.9,2026-03-25,2026-03-25,0.3,0,0,6.848,79.9265
Maharagama,10280,3000000,0.5,2.0,0.9,2026-03-25,2026-03-25,0.2,0,0,6.848,79.9265
Maharagama,10280,2500000,2.0,2.0,0.9,2026-03-25,2026-03-25,0.18,0,0,6.848,79.9265
Malabe,10115,1800000,3.8,2.5,1.4,2026-03-25,2026-03-25,1.3,0,0,6.9036,79.9547
Malabe,10115,2400000,2.5,2.5,1.4,2026-03-25,2026-03-25,0.3,0,0,6.9036,79.9547
Malabe,10115,2500000,3.8,2.5,1.6,2026-03-25,2026-03-25,0.5,0,0,6.9036,79.9547
Malabe ,10115,1175000,3.8,1.4,0.3,2026-03-25,2026-03-25,0.35,0,0,6.9036,79.9547
Malabe / Kaduwela,10115,1175000,4.0,4.0,1.6,2026-03-25,2026-03-25,1.0,0,0,6.9196,79.9693
Mattegoda,10230,2600000,4.5,4.5,0.4,2026-03-25,2026-03-25,0.2,0,0,6.8188,79.9564
Meegoda,10504,675000,5.5,5.5,0.8,2026-03-25,2026-03-25,0.3,0,0,6.8378,80.0573
Meepe,10500,375000,3.0,0.6,0.8,2026-03-25,2026-03-25,0.8,0,0,6.8408,80.0897
Melsiripura,60540,247500,3.0,3.0,0.4,2026-03-25,2026-03-25,0.2,0,0,7.6256,80.4682
Moratuwa,10400,1050000,0.85,0.8,0.6,2026-03-25,2026-03-25,0.2,0,1,6.773,79.8816
Mount Lavinia,10370,3800000,4.5,4.5,0.8,2026-03-25,2026-03-25,0.6,0,1,6.8398,79.8653
Navinna,10280,2100000,3.0,3.0,0.5,2026-03-25,2026-03-25,0.7,0,0,6.855,79.9125
Negombo,11500,950000,1.5,1.5,0.5,2026-03-25,2026-03-25,4.0,0,1,7.2096,79.8384
Nugegoda,10250,4500000,2.5,1.3,0.6,2026-03-25,2026-03-25,0.2,0,0,6.8718,79.8885
Padukka,10500,500000,0.5,1.5,0.9,2026-03-25,2026-03-25,0.6,0,0,6.8394,80.1118
Padukka,10500,225000,0.5,1.5,0.9,2026-03-25,2026-03-25,2.5,0,0,6.8394,80.1118
Pannipitiya,10230,1500000,0.5,4.5,0.8,2026-03-24,2026-03-24,1.5,0,0,6.8462,79.9448
Pannipitiya,10230,1750000,0.5,0.3,0.8,2026-03-25,2026-03-25,0.1,0,0,6.8462,79.9448
Pannipitiya,10230,2200000,4.5,4.3,0.8,2026-03-25,2026-03-25,0.3,0,0,6.8462,79.9448
Piliyandala,10300,10294,1.0,1.0,0.4,2026-03-25,2026-03-25,0.2,0,0,6.7999,79.9249
Piliyandala,10300,892308,0.35,0.8,0.4,2026-03-25,2026-03-25,5.0,1,0,6.7999,79.9249
Piliyandala,10300,1300000,1.0,1.0,0.8,2026-03-25,2026-03-25,0.2,1,0,6.7999,79.9249
Piliyandala,10300,1650000,0.35,1.0,0.4,2026-03-25,2026-03-25,0.6,0,0,6.7999,79.9249
Piliyandala,10300,1401870,1.0,1.0,0.4,2026-03-25,2026-03-25,0.2,0,0,6.7999,79.9249
Polgahawela,60300,187500,0.5,1.5,1.2,2026-03-25,2026-03-25,1.0,0,0,7.3381,80.3003
Polwatta,10120,2200000,5.0,5.0,1.5,2026-03-25,2026-03-25,0.7,0,0,6.886,79.923
Rajagiriya,10107,3000000,3.5,3.5,0.4,2026-03-25,2026-03-25,0.4,0,0,6.909,79.8974
Rajagiriya,10107,5500000,3.5,3.5,0.5,2026-03-25,2026-03-25,0.3,0,0,6.909,79.8974
Rajagiriya,10107,2500000,3.5,3.5,0.5,2026-03-25,2026-03-25,0.2,0,0,6.909,79.8974
Wellampitiya,10600,4200000,4.5,4.5,0.6,2026-03-25,2026-03-25,0.4,0,0,6.9402,79.8872
Malabe,10115,1575000,2.3,2.5,1.5,2026-03-10,2026-03-10,0.6,0,0,6.9061,79.9696
Rathmalana,10390,2950000,1.5,1.8,1.2,2026-03-10,2026-03-10,0.3,0,0,6.8195,79.8736
Pannipitiya,10230,2375000,1.8,2.1,0.8,2026-03-10,2026-03-10,0.5,0,0,6.8464,79.9484
Athurugiriya,10150,1100000,1.4,3.2,0.9,2026-03-10,2026-03-10,2.2,0,0,6.8723,80.0004
Piliyandala,10300,1575000,0.8,1.0,1.2,2026-03-10,2026-03-10,1.5,1,0,6.8018,79.9227
Athurugiriya,10150,2750000,1.0,3.4,0.6,2026-03-10,2026-03-10,0.6,0,0,6.8723,80.0004
Kahathuduwa,10300,720000,1.5,2.5,1.4,2026-03-10,2026-03-10,1.2,0,0,6.7823,79.9948
Piliyandala,10300,1250000,1.2,1.2,1.5,2026-03-10,2026-03-10,1.7,0,0,6.8018,79.9227
Malabe,10115,1400000,2.5,2.4,1.4,2026-03-10,2026-03-10,0.8,0,0,6.9061,79.9696
Piliyalnada,10300,1575000,0.7,1.4,1.2,2026-03-10,2026-03-10,1.4,0,0,6.8018,79.9227
Piliyandala,10300,1575000,0.8,1.1,1.1,2026-03-10,2026-03-10,1.5,1,0,6.8018,79.9227
Kotte,10100,5750000,0.9,1.4,1.2,2026-03-10,2026-03-10,0.4,0,0,6.8839,79.9019
Maharagama,10280,1800000,0.8,1.2,0.9,2026-03-10,2026-03-10,0.8,0,0,6.8511,79.9212
Homagama,10200,1450000,0.6,1.4,0.8,2026-03-10,2026-03-10,0.4,0,0,6.8456,80.0036
Battharamulla,10120,4500000,0.4,0.8,0.8,2026-03-10,2026-03-10,0.2,0,0,6.898,79.9223
Athurugiriya,10150,1100000,1.3,3.5,0.8,2026-03-10,2026-03-10,0.6,0,0,6.8723,80.0004
Dehiwala,10350,2800000,0.9,0.7,0.8,2026-03-10,2026-03-10,0.8,0,0,6.8559,79.863
Athurugiriya,10150,1475000,1.1,3.7,0.7,2026-03-10,2026-03-10,0.4,0,0,6.8723,80.0004
Kottawa,10240,3300000,0.4,0.8,0.6,2026-03-10,2026-03-10,1.1,0,0,6.8412,79.9654
Nugegoda,10250,3700000,0.6,0.9,0.6,2026-03-10,2026-03-10,0.8,0,0,6.8649,79.8997
Homagama,10200,485000,2.1,1.8,1.6,2026-03-10,2026-03-10,1.5,0,0,6.8456,80.0036
Homagama,10200,1450000,0.7,1.6,0.4,2026-03-10,2026-03-10,0.6,0,0,6.8456,80.0036
Thalawathugoda,10116,1590000,0.4,0.9,1.8,2026-03-10,2026-03-10,1.0,0,0,6.8759,79.9392
Colombo 8,800,10000000,0.5,0.7,0.5,2026-03-10,2026-03-10,1.2,0,0,6.9722,79.876
Homagama,10200,1450000,0.7,1.2,0.8,2026-03-10,2026-03-10,0.3,0,0,6.8456,80.0036
Homagama,10200,625000,1.8,1.4,1.5,2026-03-10,2026-03-10,2.5,0,0,6.8456,80.0036
Pannipitiya,10230,1690000,2.4,2.4,1.1,2026-03-10,2026-03-10,1.4,0,0,6.8464,79.9484
Kottawa,10240,675000,1.2,1.2,1.4,2026-03-10,2026-03-10,3.2,0,0,6.8412,79.9654
Mount Lavinia,10370,4000000,0.6,1.0,0.5,2026-03-10,2026-03-10,0.9,0,1,6.8305,79.8678
Kottawa,10240,675000,1.4,1.5,1.2,2026-03-10,2026-03-10,3.5,0,0,6.8412,79.9654
Malabe,10115,1175000,2.6,2.2,1.6,2026-03-10,2026-03-10,0.7,0,0,6.9061,79.9696
Malabe,10115,975000,2.8,2.8,1.8,2026-03-10,2026-03-10,1.1,0,0,6.9061,79.9696
Talawatugoda,10116,1590000,0.4,0.7,1.8,2026-03-10,2026-03-10,0.5,0,0,6.8759,79.9392
Battaramulla,10120,4200000,0.5,1.0,0.6,2026-03-10,2026-03-10,0.8,0,0,6.898,79.9223
Rajagiriya,10107,4700000,2.1,1.4,1.5,2026-03-10,2026-03-10,0.8,0,0,6.9094,79.8943
Kottawa,10240,675000,1.2,1.0,1.4,2026-03-10,2026-03-10,2.0,0,0,6.8412,79.9654
Kahathuduwa,10300,1000000,1.1,1.2,1.3,2026-03-10,2026-03-10,0.8,0,0,6.7823,79.9948
Colombo 05,500,12850000,0.4,0.7,0.5,2026-03-10,2026-03-10,0.7,0,0,6.8924,79.877
Homagama,10200,5922000,0.5,1.6,0.6,2026-03-10,2026-03-10,1.4,0,0,6.8456,80.0036
Dehiwala,10350,4500000,0.4,0.8,0.6,2026-03-10,2026-03-10,0.8,0,0,6.8559,79.863
Homagama,10200,930000,1.6,1.5,1.7,2026-03-10,2026-03-10,1.6,0,0,6.8456,80.0036
Malabe,10115,1200000,2.6,2.2,1.6,2026-03-10,2026-03-10,0.6,0,0,6.9061,79.9696
Homagama,10200,940000,1.2,1.7,1.3,2026-03-10,2026-03-10,1.5,0,0,6.8456,80.0036
Piliyandala,10300,750000,1.9,1.2,1.7,2026-03-10,2026-03-10,1.9,0,0,6.8018,79.9227
Malabe,10115,1200000,2.8,2.6,1.4,2026-03-10,2026-03-10,1.3,0,0,6.9061,79.9696
Moratuwa,10400,2400000,0.6,0.8,0.5,2026-03-10,2026-03-10,0.5,0,0,6.7879,79.8851
Pannipitiya,10230,1350000,2.6,2.0,1.6,2026-03-10,2026-03-10,1.5,0,0,6.8464,79.9484
Nugegoda,10250,3700000,0.5,0.7,0.6,2026-03-10,2026-03-10,0.8,0,0,6.8649,79.8997
Homagama,10200,425000,2.2,1.9,2.0,2026-03-10,2026-03-10,2.2,0,0,6.8456,80.0036
Homagama,10200,1450000,1.2,1.1,1.1,2026-03-10,2026-03-10,0.5,0,0,6.8456,80.0036
Athurugiriya,10150,916666,1.4,3.9,0.9,2026-03-10,2026-03-10,0.6,0,0,6.8723,80.0004
Mount Lavinia,10370,4250000,0.5,0.6,0.6,2026-03-10,2026-03-10,0.4,0,1,6.8305,79.8678
Talawatugoda,10116,2750000,0.3,0.5,1.5,2026-03-10,2026-03-10,0.7,0,0,6.8759,79.9392
Malabe,10115,1275000,3.0,2.0,2.1,2026-03-10,2026-03-10,0.8,0,0,6.9061,79.9696
Malabe,10115,1200000,2.5,2.2,1.8,2026-03-10,2026-03-10,0.4,0,0,6.9061,79.9696
Piliyandala,10300,850000,2.1,1.0,2.0,2026-03-10,2026-03-10,2.2,1,0,6.8018,79.9227
Malabe,10115,1500000,2.3,2.7,1.6,2026-03-10,2026-03-10,0.6,0,0,6.9061,79.9696
Rajagiriya,10107,7500000,1.2,1.6,0.9,2026-03-10,2026-03-10,0.3,0,0,6.9094,79.8943
Dehiwala,10350,3800000,0.8,1.0,1.0,2026-03-10,2026-03-10,0.8,0,0,6.8559,79.863
Boralesgamuwa,10290,7142857,0.8,1.2,0.7,2026-03-10,2026-03-10,0.6,0,0,6.841,79.9017
Dehiwala,10350,1197500,1.7,1.5,1.5,2026-03-10,2026-03-10,3.5,0,0,6.8559,79.863
Colombo 08,800,10000000,0.4,0.8,0.6,2026-03-10,2026-03-10,0.5,0,0,6.9722,79.876
Battaramulla,10120,2000002,0.9,1.2,0.8,2026-03-10,2026-03-10,1.4,0,0,6.898,79.9223
Kottawa,10240,2100000,0.6,0.8,0.8,2026-03-10,2026-03-10,1.0,0,0,6.8412,79.9654
Homagama,10200,1200000,1.0,1.1,1.2,2026-03-10,2026-03-10,1.0,0,0,6.8456,80.0036
Piliyandala,10300,1300000,0.7,1.4,1.2,2026-03-10,2026-03-10,1.5,0,0,6.8018,79.9227
Rajagiriya,10107,3700000,1.9,1.5,1.4,2026-03-10,2026-03-10,0.4,0,0,6.9094,79.8943
Kottawa,10240,1600000,0.7,1.0,0.6,2026-03-10,2026-03-10,1.0,0,0,6.8412,79.9654
Moratuwa,10400,1500000,0.7,1.6,0.5,2026-03-10,2026-03-10,1.2,1,0,6.7879,79.8851
Rajagiriya,10107,3700000,1.8,1.5,1.3,2026-03-10,2026-03-10,0.3,0,0,6.9094,79.8943
Malabe ,10115,1100000,2.9,2.5,2.1,2026-03-10,2026-03-10,0.5,0,0,6.9061,79.9696
Boralesgamuwa,10290,1700000,1.0,1.2,0.8,2026-03-10,2026-03-10,1.2,0,0,6.841,79.9017
Mount Lavinia,10370,4500000,0.5,1.0,0.4,2026-03-10,2026-03-10,0.3,1,0,6.8305,79.8678
Battaramulla,10120,3000000,0.7,1.3,0.6,2026-03-10,2026-03-10,0.6,0,0,6.898,79.9223
Athurugiriya,10150,1495000,1.2,3.0,0.7,2026-03-10,2026-03-10,1.6,0,0,6.8723,80.0004
Boralesgamuwa,10290,2800000,1.2,1.4,1.2,2026-03-10,2026-03-10,0.7,0,0,6.841,79.9017
Nugegoda,10250,5500000,0.3,0.7,0.4,2026-03-10,2026-03-10,0.4,0,0,6.8649,79.8997
Rajagiriya,10107,2600000,2.4,1.7,1.8,2026-03-10,2026-03-10,1.0,0,0,6.9094,79.8943
Maharagama,10280,3000000,0.4,1.4,0.6,2026-03-10,2026-03-10,0.5,0,0,6.8511,79.9212
Mount Lavinia,10370,14500000,0.3,0.5,0.3,2026-03-10,2026-03-10,0.6,0,1,6.8305,79.8678
Athurugiriya,10150,1490000,1.2,3.2,0.7,2026-03-10,2026-03-10,0.5,0,0,6.8723,80.0004
Bambalapitiya,400,21000000,1.4,850.0,1.3,2026-03-01,2026-03-01,0.06,0,1,6.9044,79.854
Bambalapitiya,400,21000000,1.5,0.85,0.3,2026-03-01,2026-03-01,0.06,0,1,6.9044,79.854
Bambalapitiya,400,23000000,0.11,0.95,1.7,2026-02-15,2026-02-15,0.05,0,1,6.9044,79.854
Bambalapitiya,400,21000000,1.9,0.35,0.75,2026-02-11,2026-02-11,1.4,0,1,6.9044,79.854
Borella,800,18000000,0.55,1.0,0.4,2026-02-18,2026-02-18,75.0,1,0,6.9148,79.8776
Borella,800,8000000,0.35,1.4,2.1,2026-02-17,2026-02-17,1.9,1,0,6.9148,79.8776
Borella,800,12500000,2.1,1.2,0.45,2026-02-11,2026-02-11,0.85,1,0,6.9148,79.8776
colombo 07,700,26000000,0.95,2.2,1.8,2026-03-25,2026-03-25,0.08,0,0,6.9066,79.8596
colombo 07,700,25000000,1.0,2.0,1.0,2026-02-15,2026-02-15,0.15,0,0,6.9066,79.8596
colombo 07,700,25000000,3.5,1.8,2.8,2026-02-27,2026-02-27,1.3,0,0,6.9066,79.8596
Grandpass,1400,8000000,1.3,0.8,0.85,2026-02-25,2026-02-25,0.45,1,1,6.9511,79.8741
Grandpass,1400,7500000,0.75,0.95,0.4,2026-02-23,2026-02-23,0.0,1,1,6.9511,79.8741
Havelock Town,500,21000000,2.2,0.5,1.5,2026-02-19,2026-02-19,1.9,0,0,6.8867,79.8647
Havelock Town,500,15000000,1.6,0.95,2.2,2026-02-18,2026-02-18,1.3,0,0,6.8867,79.8647
Havelock Town,500,15000000,2.0,1.0,2.6,2026-02-18,2026-02-18,1.7,0,0,6.8867,79.8647
Havelock Town,500,15000000,1.9,1.6,1.3,2026-02-16,2026-02-16,1.9,0,0,6.8867,79.8647
Havelock Town,500,11000000,1.6,1.2,2.2,2026-02-15,2026-02-15,1.7,0,0,6.8867,79.8647
Havelock Town,500,7750000,1.5,2.9,2.7,2026-03-08,2026-03-08,1.2,0,0,6.8867,79.8647
Havelock Town,500,7800000,1.0,1.1,3.2,2026-02-13,2026-02-13,0.65,0,0,6.8867,79.8647
Havelock Town,500,8800000,1.1,2.4,1.5,2026-02-12,2026-02-12,0.1,0,0,6.8867,79.8647
Havelock Town,500,8500000,1.2,1.2,3.4,2026-03-18,2026-03-18,0.75,0,0,6.8867,79.8647
Havelock Town,500,16000000,2.1,1.1,2.1,2026-02-27,2026-02-27,1.8,0,0,6.8867,79.8647
Kollupitiya,300,16200000,1.5,1.2,0.65,2026-02-21,2026-02-21,0.1,0,1,6.9128,79.8507
Maradana,1000,14500000,1.0,1.0,1.0,2026-02-18,2026-02-18,1.0,1,0,6.927,79.864
Maradana,1000,11000000,1.4,1.1,1.2,2026-02-18,2026-02-18,1.4,1,0,6.927,79.864
Maradana,1000,7000000,1.7,2.5,1.1,2026-02-13,2026-02-13,1.5,1,0,6.927,79.864
Maradana,1000,6000000,3.2,2.7,2.7,2026-02-11,2026-02-11,2.7,1,0,6.927,79.864
Wellawatta,600,13000000,0.9,1.7,1.9,2026-02-22,2026-02-22,1.2,1,1,6.8741,79.8605
Wellawatta,600,8500000,1.5,2.5,2.3,2026-02-18,2026-02-18,0.2,1,1,6.8741,79.8605
Wellawatta,600,14500000,0.8,1.5,0.95,2026-03-08,2026-03-08,0.6,1,1,6.8741,79.8605
Wellawatta,600,12000000,1.3,1.2,0.65,2026-03-08,2026-03-08,0.12,1,1,6.8741,79.8605
Wellawatta,600,11000000,1.8,0.95,0.9,2026-02-17,2026-02-17,0.035,1,1,6.8741,79.8605
Wellawatta,600,12000000,3.8,2.0,2.1,2026-02-23,2026-02-23,2.2,1,1,6.8741,79.8605
Wellawatta,600,15000000,0.35,0.45,0.85,2026-02-14,2026-02-14,0.05,1,1,6.8741,79.8605
Wellawatta,600,8500000,1.5,2.2,2.3,2026-02-15,2026-02-15,0.15,1,1,6.8741,79.8605
Colombo 6 ,600,10000000,0.9,0.45,1.5,2026-03-10,2026-03-10,1.7,0,1,6.8755,79.861
Mulleriyawa,10620,2200000,3.5,2.0,4.1,2026-02-07,2026-02-07,2.9,0,0,6.933,79.9297
Colombo 01,100,236000,1.0,1.4,2.2,2026-03-18,2026-03-18,2.5,0,1,6.9378,79.8437
Colombo 08,800,5000000,0.6,0.95,0.55,2026-02-06,2026-02-06,0.009,0,0,6.9148,79.8776
Colombo 05,500,11853000,2.0,2.9,0.07,2026-03-06,2026-03-06,2.0,0,0,6.8924,79.877
Colombo 06,600,13000000,1.3,1.4,0.3,2026-02-04,2026-02-04,2.0,0,1,6.8755,79.861
Colombo 05(kirulapone),500,7000000,0.9,2.3,2.6,2026-02-04,2026-02-04,1.1,0,0,6.8924,79.877
Colombo 06,600,11000000,0.5,0.7,0.35,2026-02-03,2026-02-03,1.6,0,1,6.8755,79.861
Colombo 03,300,16000000,0.7,1.1,1.5,2026-02-03,2026-02-03,0.8,0,1,6.901,79.8549
Colombo 06,600,10000000,2.0,1.0,1.3,2026-02-03,2026-02-03,1.5,0,1,6.8755,79.861
Colombo 06,600,12500000,1.6,0.9,1.7,2026-02-02,2026-02-02,1.9,0,1,6.8755,79.861
Colombo 08,800,6300000,1.2,1.6,1.2,2026-02-02,2026-02-02,0.3,0,0,6.9148,79.8776
Colombo 05,500,11000000,2.7,1.3,1.6,2026-02-02,2026-02-02,0.007,0,0,6.8924,79.877
Colombo 14,1400,2500000,4.8,3.5,2.3,2026-02-01,2026-02-01,2.0,1,0,6.9511,79.8741
Colombo 08,800,4400000,0.6,1.2,1.5,2026-01-31,2026-01-31,0.009,0,0,6.9148,79.8776
Kaduwela,10640,2650000,2.0,1.4,1.8,2026-03-24,2026-03-24,0.6,1,0,6.9291,79.9828
Colombo 08,800,11000000,0.9,0.3,1.1,2026-01-31,2026-01-31,0.07,0,0,6.9148,79.8776
Kesbewa,10300,620000,1.9,0.7,1.4,2026-03-10,2026-03-10,2.0,1,0,6.7787,79.9473
Homagama,10200,1100000,2.5,2.4,1.6,2026-03-10,2026-03-10,2.7,0,0,6.8456,80.0036
Rajagiriya,10107,1500000,2.1,1.7,3.9,2026-03-10,2026-03-10,1.3,0,0,6.9094,79.8943
Kottawa,10240,830000,3.6,1.5,1.8,2026-03-10,2026-03-10,3.1,0,0,6.8412,79.9654
Maharagama,10280,2800000,0.7,0.6,0.6,2026-03-10,2026-03-10,0.9,0,0,6.848,79.9265
Piliyandala,10300,960000,1.9,1.6,1.6,2026-03-10,2026-03-10,1.8,0,0,6.8018,79.9227
Dehiwala,10350,2600000,1.6,0.9,1.1,2026-03-10,2026-03-10,1.5,0,1,6.851,79.8653
Malabe,10115,1100000,0.7,0.6,0.8,2026-03-10,2026-03-10,1.0,0,0,6.9147,79.9729
Battaramulla,10120,2700000,1.5,1.8,1.0,2026-03-10,2026-03-10,1.6,0,0,6.9022,79.9192
MountLavinia,10370,3500000,1.3,0.9,1.0,2026-03-10,2026-03-10,0.5,0,1,6.8389,79.8636
Talawathugoda,10116,1900000,3.5,0.7,0.9,2026-03-10,2026-03-10,0.7,0,0,6.8759,79.9392
Boralesgamuwa,10290,2200000,0.8,0.6,0.9,2026-03-10,2026-03-10,1.1,0,0,6.8415,79.9
Kesbewa,10300,780000,1.7,0.6,1.3,2026-03-10,2026-03-10,2.1,1,0,6.7787,79.9473
Homagama,10200,1400000,0.9,0.7,0.5,2026-03-10,2026-03-10,0.6,0,0,6.8456,80.0036
Nugegoda,10250,3200000,0.5,0.9,1.1,2026-03-10,2026-03-10,0.7,0,0,6.8721,79.8997
Rajagiriya,10107,2700000,1.1,0.7,4.1,2026-03-10,2026-03-10,1.4,0,0,6.9094,79.8943
Maharagama,10280,3000000,0.6,0.4,0.5,2026-03-10,2026-03-10,0.5,0,0,6.848,79.9265
Kottawa,10240,1900000,0.7,0.4,0.7,2026-03-10,2026-03-10,1.2,0,0,6.8412,79.9654
Piliyandala,10300,2000000,0.8,0.5,0.7,2026-03-10,2026-03-10,0.7,0,0,6.8018,79.9227
Malabe,10115,2150000,2.1,1.5,1.1,2026-03-10,2026-03-10,1.1,0,0,6.9147,79.9729
Battaramulla,10120,3500000,0.5,0.9,0.4,2026-03-10,2026-03-10,0.6,0,0,6.9022,79.9192
Dehiwala,10350,2900000,0.6,0.9,0.2,2026-03-10,2026-03-10,0.5,0,1,6.851,79.8653
Kesbewa,10300,600000,1.8,0.6,1.3,2026-03-10,2026-03-10,2.0,1,0,6.7787,79.9473
